timestamp,customer_no,location,day
2019-09-02 07:17:00,34,spices,Monday
2019-09-02 07:17:00,33,fruit,Monday
2019-09-02 07:17:00,32,drinks,Monday
2019-09-02 07:17:00,31,spices,Monday
2019-09-02 07:17:00,25,dairy,Monday
2019-09-02 07:17:00,22,checkout,Monday
2019-09-02 07:17:00,18,checkout,Monday
2019-09-02 07:17:00,6,spices,Monday
2019-09-02 07:17:00,30,spices,Monday
2019-09-02 07:18:00,35,dairy,Monday
2019-09-02 07:18:00,31,checkout,Monday
2019-09-02 07:18:00,34,drinks,Monday
2019-09-02 07:18:00,29,checkout,Monday
2019-09-02 07:18:00,25,spices,Monday
2019-09-02 07:18:00,6,drinks,Monday
2019-09-02 07:18:00,30,drinks,Monday
2019-09-02 07:19:00,25,drinks,Monday
2019-09-02 07:19:00,27,dairy,Monday
2019-09-02 07:19:00,28,checkout,Monday
2019-09-02 07:19:00,30,fruit,Monday
2019-09-02 07:19:00,35,drinks,Monday
2019-09-02 07:20:00,19,checkout,Monday
2019-09-02 07:20:00,26,dairy,Monday
2019-09-02 07:20:00,30,dairy,Monday
2019-09-02 07:20:00,36,dairy,Monday
2019-09-02 07:20:00,24,checkout,Monday
2019-09-02 07:20:00,32,checkout,Monday
2019-09-02 07:20:00,33,dairy,Monday
2019-09-02 07:21:00,30,fruit,Monday
2019-09-02 07:21:00,36,checkout,Monday
2019-09-02 07:22:00,17,checkout,Monday
2019-09-02 07:22:00,25,checkout,Monday
2019-09-02 07:22:00,35,checkout,Monday
2019-09-02 07:22:00,37,fruit,Monday
2019-09-02 07:22:00,38,fruit,Monday
2019-09-02 07:22:00,33,spices,Monday
2019-09-02 07:23:00,30,checkout,Monday
2019-09-02 07:23:00,33,dairy,Monday
2019-09-02 07:24:00,33,drinks,Monday
2019-09-02 07:24:00,26,checkout,Monday
2019-09-02 07:25:00,34,spices,Monday
2019-09-02 07:25:00,6,spices,Monday
2019-09-02 07:26:00,6,dairy,Monday
2019-09-02 07:26:00,46,fruit,Monday
2019-09-02 07:26:00,45,spices,Monday
2019-09-02 07:26:00,44,fruit,Monday
2019-09-02 07:26:00,43,fruit,Monday
2019-09-02 07:26:00,41,drinks,Monday
2019-09-02 07:26:00,42,dairy,Monday
2019-09-02 07:26:00,39,dairy,Monday
2019-09-02 07:26:00,38,dairy,Monday
2019-09-02 07:26:00,37,checkout,Monday
2019-09-02 07:26:00,34,fruit,Monday
2019-09-02 07:26:00,33,spices,Monday
2019-09-02 07:26:00,40,dairy,Monday
2019-09-02 07:27:00,46,checkout,Monday
2019-09-02 07:27:00,49,spices,Monday
2019-09-02 07:27:00,47,drinks,Monday
2019-09-02 07:27:00,45,dairy,Monday
2019-09-02 07:27:00,48,drinks,Monday
2019-09-02 07:27:00,41,dairy,Monday
2019-09-02 07:27:00,6,spices,Monday
2019-09-02 07:27:00,33,drinks,Monday
2019-09-02 07:27:00,44,checkout,Monday
2019-09-02 07:27:00,39,checkout,Monday
2019-09-02 07:27:00,34,checkout,Monday
2019-09-02 07:28:00,50,fruit,Monday
2019-09-02 07:28:00,49,checkout,Monday
2019-09-02 07:28:00,51,fruit,Monday
2019-09-02 07:28:00,47,fruit,Monday
2019-09-02 07:28:00,43,dairy,Monday
2019-09-02 07:28:00,41,spices,Monday
2019-09-02 07:28:00,48,checkout,Monday
2019-09-02 07:29:00,6,checkout,Monday
2019-09-02 07:29:00,40,spices,Monday
2019-09-02 07:29:00,50,drinks,Monday
2019-09-02 07:29:00,52,drinks,Monday
2019-09-02 07:29:00,53,fruit,Monday
2019-09-02 07:29:00,38,checkout,Monday
2019-09-02 07:30:00,56,fruit,Monday
2019-09-02 07:30:00,59,dairy,Monday
2019-09-02 07:30:00,58,drinks,Monday
2019-09-02 07:30:00,57,fruit,Monday
2019-09-02 07:30:00,54,spices,Monday
2019-09-02 07:30:00,45,fruit,Monday
2019-09-02 07:30:00,42,spices,Monday
2019-09-02 07:30:00,41,drinks,Monday
2019-09-02 07:30:00,40,checkout,Monday
2019-09-02 07:30:00,55,spices,Monday
2019-09-02 07:31:00,45,drinks,Monday
2019-09-02 07:31:00,50,spices,Monday
2019-09-02 07:31:00,51,dairy,Monday
2019-09-02 07:31:00,52,spices,Monday
2019-09-02 07:31:00,54,dairy,Monday
2019-09-02 07:31:00,57,checkout,Monday
2019-09-02 07:32:00,58,checkout,Monday
2019-09-02 07:32:00,55,dairy,Monday
2019-09-02 07:32:00,42,fruit,Monday
2019-09-02 07:32:00,50,checkout,Monday
2019-09-02 07:32:00,47,dairy,Monday
2019-09-02 07:32:00,53,checkout,Monday
2019-09-02 07:33:00,60,fruit,Monday
2019-09-02 07:33:00,61,spices,Monday
2019-09-02 07:33:00,62,spices,Monday
2019-09-02 07:33:00,56,dairy,Monday
2019-09-02 07:33:00,52,fruit,Monday
2019-09-02 07:33:00,33,checkout,Monday
2019-09-02 07:33:00,51,checkout,Monday
2019-09-02 07:33:00,27,checkout,Monday
2019-09-02 07:33:00,41,checkout,Monday
2019-09-02 07:33:00,42,dairy,Monday
2019-09-02 07:34:00,56,spices,Monday
2019-09-02 07:34:00,45,fruit,Monday
2019-09-02 07:34:00,61,drinks,Monday
2019-09-02 07:35:00,55,checkout,Monday
2019-09-02 07:35:00,56,drinks,Monday
2019-09-02 07:35:00,59,drinks,Monday
2019-09-02 07:35:00,60,drinks,Monday
2019-09-02 07:35:00,62,drinks,Monday
2019-09-02 07:36:00,45,dairy,Monday
2019-09-02 07:36:00,47,checkout,Monday
2019-09-02 07:36:00,52,drinks,Monday
2019-09-02 07:36:00,60,checkout,Monday
2019-09-02 07:37:00,52,fruit,Monday
2019-09-02 07:37:00,54,checkout,Monday
2019-09-02 07:38:00,62,checkout,Monday
2019-09-02 07:38:00,59,fruit,Monday
2019-09-02 07:39:00,52,checkout,Monday
2019-09-02 07:39:00,59,checkout,Monday
2019-09-02 07:39:00,63,spices,Monday
2019-09-02 07:39:00,43,fruit,Monday
2019-09-02 07:40:00,56,checkout,Monday
2019-09-02 07:40:00,63,drinks,Monday
2019-09-02 07:40:00,64,drinks,Monday
2019-09-02 07:40:00,65,drinks,Monday
2019-09-02 07:40:00,66,spices,Monday
2019-09-02 07:41:00,43,dairy,Monday
2019-09-02 07:41:00,61,checkout,Monday
2019-09-02 07:41:00,63,fruit,Monday
2019-09-02 07:42:00,70,spices,Monday
2019-09-02 07:42:00,69,fruit,Monday
2019-09-02 07:42:00,67,dairy,Monday
2019-09-02 07:42:00,68,spices,Monday
2019-09-02 07:42:00,64,fruit,Monday
2019-09-02 07:43:00,43,checkout,Monday
2019-09-02 07:43:00,63,dairy,Monday
2019-09-02 07:43:00,64,drinks,Monday
2019-09-02 07:43:00,66,drinks,Monday
2019-09-02 07:43:00,69,checkout,Monday
2019-09-02 07:43:00,71,dairy,Monday
2019-09-02 07:43:00,72,spices,Monday
2019-09-02 07:43:00,73,dairy,Monday
2019-09-02 07:43:00,74,spices,Monday
2019-09-02 07:43:00,75,spices,Monday
2019-09-02 07:44:00,79,dairy,Monday
2019-09-02 07:44:00,78,spices,Monday
2019-09-02 07:44:00,77,fruit,Monday
2019-09-02 07:44:00,76,drinks,Monday
2019-09-02 07:44:00,75,dairy,Monday
2019-09-02 07:44:00,71,fruit,Monday
2019-09-02 07:44:00,67,spices,Monday
2019-09-02 07:44:00,63,fruit,Monday
2019-09-02 07:44:00,42,checkout,Monday
2019-09-02 07:44:00,73,checkout,Monday
2019-09-02 07:44:00,70,drinks,Monday
2019-09-02 07:45:00,64,checkout,Monday
2019-09-02 07:45:00,66,spices,Monday
2019-09-02 07:45:00,68,drinks,Monday
2019-09-02 07:45:00,72,drinks,Monday
2019-09-02 07:45:00,74,fruit,Monday
2019-09-02 07:45:00,75,drinks,Monday
2019-09-02 07:45:00,78,dairy,Monday
2019-09-02 07:46:00,74,checkout,Monday
2019-09-02 07:46:00,65,dairy,Monday
2019-09-02 07:46:00,63,drinks,Monday
2019-09-02 07:46:00,67,drinks,Monday
2019-09-02 07:47:00,65,checkout,Monday
2019-09-02 07:47:00,66,checkout,Monday
2019-09-02 07:47:00,70,checkout,Monday
2019-09-02 07:47:00,75,spices,Monday
2019-09-02 07:47:00,80,dairy,Monday
2019-09-02 07:47:00,81,drinks,Monday
2019-09-02 07:47:00,82,drinks,Monday
2019-09-02 07:47:00,83,fruit,Monday
2019-09-02 07:48:00,85,drinks,Monday
2019-09-02 07:48:00,84,fruit,Monday
2019-09-02 07:48:00,81,fruit,Monday
2019-09-02 07:48:00,80,drinks,Monday
2019-09-02 07:48:00,83,dairy,Monday
2019-09-02 07:48:00,75,drinks,Monday
2019-09-02 07:48:00,68,fruit,Monday
2019-09-02 07:48:00,67,checkout,Monday
2019-09-02 07:48:00,63,checkout,Monday
2019-09-02 07:48:00,78,checkout,Monday
2019-09-02 07:49:00,90,spices,Monday
2019-09-02 07:49:00,89,drinks,Monday
2019-09-02 07:49:00,88,dairy,Monday
2019-09-02 07:49:00,87,drinks,Monday
2019-09-02 07:49:00,86,spices,Monday
2019-09-02 07:49:00,83,checkout,Monday
2019-09-02 07:49:00,81,checkout,Monday
2019-09-02 07:49:00,76,dairy,Monday
2019-09-02 07:49:00,85,spices,Monday
2019-09-02 07:50:00,90,checkout,Monday
2019-09-02 07:50:00,89,checkout,Monday
2019-09-02 07:50:00,87,checkout,Monday
2019-09-02 07:50:00,86,drinks,Monday
2019-09-02 07:50:00,84,drinks,Monday
2019-09-02 07:50:00,76,drinks,Monday
2019-09-02 07:50:00,75,checkout,Monday
2019-09-02 07:50:00,68,spices,Monday
2019-09-02 07:50:00,85,checkout,Monday
2019-09-02 07:51:00,71,checkout,Monday
2019-09-02 07:51:00,76,checkout,Monday
2019-09-02 07:51:00,86,spices,Monday
2019-09-02 07:52:00,94,drinks,Monday
2019-09-02 07:52:00,93,dairy,Monday
2019-09-02 07:52:00,92,dairy,Monday
2019-09-02 07:52:00,77,checkout,Monday
2019-09-02 07:52:00,82,checkout,Monday
2019-09-02 07:52:00,72,checkout,Monday
2019-09-02 07:52:00,68,checkout,Monday
2019-09-02 07:52:00,91,fruit,Monday
2019-09-02 07:53:00,95,drinks,Monday
2019-09-02 07:53:00,96,dairy,Monday
2019-09-02 07:53:00,94,dairy,Monday
2019-09-02 07:53:00,79,drinks,Monday
2019-09-02 07:53:00,86,fruit,Monday
2019-09-02 07:53:00,80,spices,Monday
2019-09-02 07:53:00,93,checkout,Monday
2019-09-02 07:54:00,79,checkout,Monday
2019-09-02 07:54:00,80,dairy,Monday
2019-09-02 07:54:00,84,spices,Monday
2019-09-02 07:54:00,94,checkout,Monday
2019-09-02 07:54:00,96,checkout,Monday
2019-09-02 07:54:00,97,fruit,Monday
2019-09-02 07:55:00,86,dairy,Monday
2019-09-02 07:55:00,84,dairy,Monday
2019-09-02 07:55:00,45,checkout,Monday
2019-09-02 07:56:00,102,dairy,Monday
2019-09-02 07:56:00,101,fruit,Monday
2019-09-02 07:56:00,91,dairy,Monday
2019-09-02 07:56:00,99,dairy,Monday
2019-09-02 07:56:00,100,drinks,Monday
2019-09-02 07:56:00,98,dairy,Monday
2019-09-02 07:57:00,98,drinks,Monday
2019-09-02 07:57:00,95,fruit,Monday
2019-09-02 07:57:00,86,fruit,Monday
2019-09-02 07:57:00,88,checkout,Monday
2019-09-02 07:57:00,92,checkout,Monday
2019-09-02 07:58:00,98,fruit,Monday
2019-09-02 07:58:00,99,drinks,Monday
2019-09-02 07:59:00,80,fruit,Monday
2019-09-02 07:59:00,91,checkout,Monday
2019-09-02 07:59:00,98,drinks,Monday
2019-09-02 08:00:00,98,checkout,Monday
2019-09-02 08:00:00,99,spices,Monday
2019-09-02 08:00:00,101,checkout,Monday
2019-09-02 08:01:00,102,checkout,Monday
2019-09-02 08:01:00,99,drinks,Monday
2019-09-02 08:01:00,97,checkout,Monday
2019-09-02 08:01:00,86,spices,Monday
2019-09-02 08:01:00,84,drinks,Monday
2019-09-02 08:02:00,80,checkout,Monday
2019-09-02 08:02:00,84,checkout,Monday
2019-09-02 08:02:00,95,spices,Monday
2019-09-02 08:02:00,103,dairy,Monday
2019-09-02 08:02:00,104,fruit,Monday
2019-09-02 08:02:00,105,fruit,Monday
2019-09-02 08:03:00,107,dairy,Monday
2019-09-02 08:03:00,108,fruit,Monday
2019-09-02 08:03:00,106,drinks,Monday
2019-09-02 08:03:00,100,checkout,Monday
2019-09-02 08:03:00,95,dairy,Monday
2019-09-02 08:03:00,105,checkout,Monday
2019-09-02 08:03:00,99,checkout,Monday
2019-09-02 08:04:00,103,drinks,Monday
2019-09-02 08:04:00,106,spices,Monday
2019-09-02 08:05:00,86,dairy,Monday
2019-09-02 08:05:00,103,spices,Monday
2019-09-02 08:05:00,109,dairy,Monday
2019-09-02 08:05:00,110,spices,Monday
2019-09-02 08:06:00,114,drinks,Monday
2019-09-02 08:06:00,111,fruit,Monday
2019-09-02 08:06:00,113,dairy,Monday
2019-09-02 08:06:00,106,checkout,Monday
2019-09-02 08:06:00,103,drinks,Monday
2019-09-02 08:06:00,86,drinks,Monday
2019-09-02 08:06:00,108,dairy,Monday
2019-09-02 08:06:00,112,fruit,Monday
2019-09-02 08:07:00,86,fruit,Monday
2019-09-02 08:07:00,108,checkout,Monday
2019-09-02 08:07:00,112,dairy,Monday
2019-09-02 08:07:00,114,checkout,Monday
2019-09-02 08:07:00,115,fruit,Monday
2019-09-02 08:07:00,116,drinks,Monday
2019-09-02 08:08:00,116,checkout,Monday
2019-09-02 08:08:00,103,checkout,Monday
2019-09-02 08:08:00,104,spices,Monday
2019-09-02 08:08:00,110,dairy,Monday
2019-09-02 08:08:00,113,drinks,Monday
2019-09-02 08:09:00,113,fruit,Monday
2019-09-02 08:09:00,86,drinks,Monday
2019-09-02 08:09:00,104,drinks,Monday
2019-09-02 08:10:00,118,fruit,Monday
2019-09-02 08:10:00,117,dairy,Monday
2019-09-02 08:10:00,119,drinks,Monday
2019-09-02 08:11:00,104,spices,Monday
2019-09-02 08:11:00,110,checkout,Monday
2019-09-02 08:11:00,113,checkout,Monday
2019-09-02 08:11:00,119,checkout,Monday
2019-09-02 08:11:00,120,spices,Monday
2019-09-02 08:11:00,121,dairy,Monday
2019-09-02 08:11:00,122,dairy,Monday
2019-09-02 08:12:00,117,spices,Monday
2019-09-02 08:12:00,118,checkout,Monday
2019-09-02 08:12:00,86,checkout,Monday
2019-09-02 08:12:00,104,dairy,Monday
2019-09-02 08:13:00,111,dairy,Monday
2019-09-02 08:13:00,112,checkout,Monday
2019-09-02 08:13:00,123,drinks,Monday
2019-09-02 08:14:00,115,checkout,Monday
2019-09-02 08:14:00,120,dairy,Monday
2019-09-02 08:14:00,124,fruit,Monday
2019-09-02 08:14:00,125,fruit,Monday
2019-09-02 08:14:00,126,fruit,Monday
2019-09-02 08:15:00,104,fruit,Monday
2019-09-02 08:15:00,111,checkout,Monday
2019-09-02 08:15:00,120,checkout,Monday
2019-09-02 08:16:00,130,drinks,Monday
2019-09-02 08:16:00,129,spices,Monday
2019-09-02 08:16:00,127,spices,Monday
2019-09-02 08:16:00,128,fruit,Monday
2019-09-02 08:16:00,124,checkout,Monday
2019-09-02 08:16:00,117,drinks,Monday
2019-09-02 08:16:00,125,checkout,Monday
2019-09-02 08:16:00,122,drinks,Monday
2019-09-02 08:16:00,121,checkout,Monday
2019-09-02 08:17:00,117,checkout,Monday
2019-09-02 08:17:00,122,checkout,Monday
2019-09-02 08:17:00,123,dairy,Monday
2019-09-02 08:17:00,127,fruit,Monday
2019-09-02 08:17:00,129,checkout,Monday
2019-09-02 08:18:00,107,spices,Monday
2019-09-02 08:18:00,123,checkout,Monday
2019-09-02 08:18:00,127,spices,Monday
2019-09-02 08:18:00,130,checkout,Monday
2019-09-02 08:19:00,107,checkout,Monday
2019-09-02 08:19:00,127,checkout,Monday
2019-09-02 08:20:00,131,dairy,Monday
2019-09-02 08:21:00,132,fruit,Monday
2019-09-02 08:21:00,131,checkout,Monday
2019-09-02 08:21:00,126,checkout,Monday
2019-09-02 08:22:00,95,checkout,Monday
2019-09-02 08:22:00,128,checkout,Monday
2019-09-02 08:22:00,133,dairy,Monday
2019-09-02 08:22:00,134,drinks,Monday
2019-09-02 08:22:00,135,dairy,Monday
2019-09-02 08:22:00,136,dairy,Monday
2019-09-02 08:22:00,137,fruit,Monday
2019-09-02 08:22:00,138,fruit,Monday
2019-09-02 08:22:00,139,dairy,Monday
2019-09-02 08:22:00,140,fruit,Monday
2019-09-02 08:23:00,132,checkout,Monday
2019-09-02 08:23:00,138,dairy,Monday
2019-09-02 08:23:00,141,fruit,Monday
2019-09-02 08:23:00,142,dairy,Monday
2019-09-02 08:23:00,143,dairy,Monday
2019-09-02 08:24:00,104,checkout,Monday
2019-09-02 08:24:00,138,spices,Monday
2019-09-02 08:25:00,141,checkout,Monday
2019-09-02 08:25:00,140,checkout,Monday
2019-09-02 08:25:00,133,drinks,Monday
2019-09-02 08:25:00,138,drinks,Monday
2019-09-02 08:25:00,139,checkout,Monday
2019-09-02 08:26:00,135,checkout,Monday
2019-09-02 08:26:00,136,drinks,Monday
2019-09-02 08:26:00,137,checkout,Monday
2019-09-02 08:26:00,143,drinks,Monday
2019-09-02 08:26:00,144,drinks,Monday
2019-09-02 08:26:00,145,drinks,Monday
2019-09-02 08:26:00,146,dairy,Monday
2019-09-02 08:26:00,134,checkout,Monday
2019-09-02 08:27:00,136,fruit,Monday
2019-09-02 08:27:00,143,checkout,Monday
2019-09-02 08:27:00,145,checkout,Monday
2019-09-02 08:28:00,149,spices,Monday
2019-09-02 08:28:00,148,spices,Monday
2019-09-02 08:28:00,147,dairy,Monday
2019-09-02 08:28:00,142,drinks,Monday
2019-09-02 08:28:00,136,checkout,Monday
2019-09-02 08:28:00,146,spices,Monday
2019-09-02 08:29:00,138,checkout,Monday
2019-09-02 08:29:00,146,drinks,Monday
2019-09-02 08:29:00,149,fruit,Monday
2019-09-02 08:29:00,150,dairy,Monday
2019-09-02 08:29:00,151,dairy,Monday
2019-09-02 08:30:00,142,checkout,Monday
2019-09-02 08:30:00,147,fruit,Monday
2019-09-02 08:30:00,148,checkout,Monday
2019-09-02 08:31:00,155,drinks,Monday
2019-09-02 08:31:00,154,dairy,Monday
2019-09-02 08:31:00,153,dairy,Monday
2019-09-02 08:31:00,147,spices,Monday
2019-09-02 08:31:00,146,spices,Monday
2019-09-02 08:31:00,144,spices,Monday
2019-09-02 08:31:00,152,fruit,Monday
2019-09-02 08:32:00,147,fruit,Monday
2019-09-02 08:32:00,149,checkout,Monday
2019-09-02 08:32:00,155,checkout,Monday
2019-09-02 08:32:00,156,fruit,Monday
2019-09-02 08:32:00,157,spices,Monday
2019-09-02 08:33:00,160,fruit,Monday
2019-09-02 08:33:00,159,drinks,Monday
2019-09-02 08:33:00,156,checkout,Monday
2019-09-02 08:33:00,154,spices,Monday
2019-09-02 08:33:00,158,drinks,Monday
2019-09-02 08:33:00,152,checkout,Monday
2019-09-02 08:33:00,146,checkout,Monday
2019-09-02 08:33:00,133,spices,Monday
2019-09-02 08:33:00,109,spices,Monday
2019-09-02 08:33:00,153,checkout,Monday
2019-09-02 08:34:00,164,fruit,Monday
2019-09-02 08:34:00,163,drinks,Monday
2019-09-02 08:34:00,162,spices,Monday
2019-09-02 08:34:00,161,dairy,Monday
2019-09-02 08:34:00,159,fruit,Monday
2019-09-02 08:34:00,150,drinks,Monday
2019-09-02 08:34:00,147,drinks,Monday
2019-09-02 08:34:00,109,drinks,Monday
2019-09-02 08:34:00,151,fruit,Monday
2019-09-02 08:35:00,165,fruit,Monday
2019-09-02 08:35:00,163,spices,Monday
2019-09-02 08:35:00,161,drinks,Monday
2019-09-02 08:35:00,162,fruit,Monday
2019-09-02 08:35:00,158,spices,Monday
2019-09-02 08:35:00,144,drinks,Monday
2019-09-02 08:35:00,160,drinks,Monday
2019-09-02 08:35:00,157,dairy,Monday
2019-09-02 08:35:00,150,checkout,Monday
2019-09-02 08:36:00,133,dairy,Monday
2019-09-02 08:36:00,144,checkout,Monday
2019-09-02 08:36:00,154,drinks,Monday
2019-09-02 08:36:00,158,drinks,Monday
2019-09-02 08:36:00,163,dairy,Monday
2019-09-02 08:36:00,164,dairy,Monday
2019-09-02 08:37:00,109,fruit,Monday
2019-09-02 08:37:00,161,spices,Monday
2019-09-02 08:37:00,166,dairy,Monday
2019-09-02 08:37:00,167,spices,Monday
2019-09-02 08:38:00,168,drinks,Monday
2019-09-02 08:38:00,167,dairy,Monday
2019-09-02 08:38:00,162,checkout,Monday
2019-09-02 08:38:00,154,fruit,Monday
2019-09-02 08:38:00,157,checkout,Monday
2019-09-02 08:38:00,147,checkout,Monday
2019-09-02 08:38:00,159,spices,Monday
2019-09-02 08:39:00,109,dairy,Monday
2019-09-02 08:39:00,151,checkout,Monday
2019-09-02 08:39:00,161,drinks,Monday
2019-09-02 08:39:00,167,fruit,Monday
2019-09-02 08:39:00,169,drinks,Monday
2019-09-02 08:40:00,173,drinks,Monday
2019-09-02 08:40:00,172,drinks,Monday
2019-09-02 08:40:00,174,fruit,Monday
2019-09-02 08:40:00,170,fruit,Monday
2019-09-02 08:40:00,168,spices,Monday
2019-09-02 08:40:00,171,spices,Monday
2019-09-02 08:40:00,160,checkout,Monday
2019-09-02 08:41:00,176,drinks,Monday
2019-09-02 08:41:00,175,drinks,Monday
2019-09-02 08:41:00,171,dairy,Monday
2019-09-02 08:41:00,168,checkout,Monday
2019-09-02 08:41:00,133,spices,Monday
2019-09-02 08:41:00,164,checkout,Monday
2019-09-02 08:41:00,161,spices,Monday
2019-09-02 08:41:00,154,drinks,Monday
2019-09-02 08:41:00,167,dairy,Monday
2019-09-02 08:42:00,176,fruit,Monday
2019-09-02 08:42:00,172,spices,Monday
2019-09-02 08:42:00,175,checkout,Monday
2019-09-02 08:42:00,167,drinks,Monday
2019-09-02 08:42:00,165,dairy,Monday
2019-09-02 08:42:00,163,drinks,Monday
2019-09-02 08:42:00,169,spices,Monday
2019-09-02 08:43:00,183,fruit,Monday
2019-09-02 08:43:00,182,dairy,Monday
2019-09-02 08:43:00,181,fruit,Monday
2019-09-02 08:43:00,179,spices,Monday
2019-09-02 08:43:00,180,fruit,Monday
2019-09-02 08:43:00,177,fruit,Monday
2019-09-02 08:43:00,165,drinks,Monday
2019-09-02 08:43:00,154,fruit,Monday
2019-09-02 08:43:00,178,fruit,Monday
2019-09-02 08:43:00,170,checkout,Monday
2019-09-02 08:44:00,174,checkout,Monday
2019-09-02 08:44:00,184,drinks,Monday
2019-09-02 08:44:00,183,checkout,Monday
2019-09-02 08:44:00,181,dairy,Monday
2019-09-02 08:44:00,176,checkout,Monday
2019-09-02 08:44:00,171,checkout,Monday
2019-09-02 08:44:00,166,checkout,Monday
2019-09-02 08:44:00,109,spices,Monday
2019-09-02 08:44:00,169,checkout,Monday
2019-09-02 08:44:00,159,drinks,Monday
2019-09-02 08:44:00,154,spices,Monday
2019-09-02 08:45:00,184,spices,Monday
2019-09-02 08:45:00,182,spices,Monday
2019-09-02 08:45:00,179,drinks,Monday
2019-09-02 08:45:00,177,checkout,Monday
2019-09-02 08:45:00,181,checkout,Monday
2019-09-02 08:45:00,159,fruit,Monday
2019-09-02 08:45:00,158,checkout,Monday
2019-09-02 08:45:00,133,dairy,Monday
2019-09-02 08:45:00,109,fruit,Monday
2019-09-02 08:45:00,173,checkout,Monday
2019-09-02 08:46:00,182,dairy,Monday
2019-09-02 08:46:00,187,drinks,Monday
2019-09-02 08:46:00,186,dairy,Monday
2019-09-02 08:46:00,185,dairy,Monday
2019-09-02 08:46:00,184,drinks,Monday
2019-09-02 08:46:00,179,checkout,Monday
2019-09-02 08:46:00,154,dairy,Monday
2019-09-02 08:46:00,172,dairy,Monday
2019-09-02 08:46:00,161,dairy,Monday
2019-09-02 08:46:00,159,checkout,Monday
2019-09-02 08:46:00,133,fruit,Monday
2019-09-02 08:46:00,109,spices,Monday
2019-09-02 08:46:00,178,drinks,Monday
2019-09-02 08:47:00,191,dairy,Monday
2019-09-02 08:47:00,189,dairy,Monday
2019-09-02 08:47:00,190,spices,Monday
2019-09-02 08:47:00,188,fruit,Monday
2019-09-02 08:47:00,167,spices,Monday
2019-09-02 08:47:00,161,checkout,Monday
2019-09-02 08:47:00,133,checkout,Monday
2019-09-02 08:47:00,184,fruit,Monday
2019-09-02 08:48:00,109,drinks,Monday
2019-09-02 08:48:00,167,fruit,Monday
2019-09-02 08:48:00,184,checkout,Monday
2019-09-02 08:48:00,187,spices,Monday
2019-09-02 08:48:00,189,spices,Monday
2019-09-02 08:48:00,190,dairy,Monday
2019-09-02 08:48:00,192,dairy,Monday
2019-09-02 08:48:00,193,drinks,Monday
2019-09-02 08:48:00,194,drinks,Monday
2019-09-02 08:48:00,195,dairy,Monday
2019-09-02 08:49:00,194,checkout,Monday
2019-09-02 08:49:00,189,drinks,Monday
